date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:53:50	88660/88660	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Dec%202024%2013:24:53%20GMT	https://mentorflow-template.webflow.io/home	C:/My%20Web%20Sites/seastar/mentorflow-template.webflow.io/home.html	(from )
13:53:50	20/20	---MCZ	200	added ('OK')	text/plain	date:Mon,%2030%20Dec%202024%2008:20:20%20GMT	https://mentorflow-template.webflow.io/robots.txt		(from )
13:53:50	239281/239281	---M-Z	200	added ('OK')	text/css	etag:%220e0bc4c8c5388d5a52d33761c4f1df8c%22	https://cdn.prod.website-files.com/662f6161a812082265c77e7d/css/mentorflow-template.webflow.3c840e475.css	C:/My%20Web%20Sites/seastar/cdn.prod.website-files.com/662f6161a812082265c77e7d/css/mentorflow-template.webflow.3c840e475.css	(from https://mentorflow-template.webflow.io/home)
13:53:51	13188/13188	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/webfont/1.6.26/webfont.js	C:/My%20Web%20Sites/seastar/ajax.googleapis.com/ajax/libs/webfont/1.6.26/webfont.js	(from https://mentorflow-template.webflow.io/home)
13:53:51	468/468	---M--	200	added ('OK')	image/png	etag:%22e8c53ff6f55297283ee4b7c5b2ef4f29%22	https://cdn.prod.website-files.com/662f6161a812082265c77e7d/664ed28f1cacc645c503e2b1_mentorflow-favicon.png	C:/My%20Web%20Sites/seastar/cdn.prod.website-files.com/662f6161a812082265c77e7d/664ed28f1cacc645c503e2b1_mentorflow-favicon.png	(from https://mentorflow-template.webflow.io/home)
13:53:51	37966/37966	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Dec%202024%2001:25:35%20GMT	https://mentorflow-template.webflow.io/about	C:/My%20Web%20Sites/seastar/mentorflow-template.webflow.io/about.html	(from https://mentorflow-template.webflow.io/home)
13:53:52	29917/29917	---MCZ	200	added ('OK')	text/html	date:Sat,%2028%20Dec%202024%2017:29:54%20GMT	https://mentorflow-template.webflow.io/services	C:/My%20Web%20Sites/seastar/mentorflow-template.webflow.io/services.html	(from https://mentorflow-template.webflow.io/home)
13:53:52	30614/30614	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Dec%202024%2015:15:06%20GMT	https://mentorflow-template.webflow.io/projects	C:/My%20Web%20Sites/seastar/mentorflow-template.webflow.io/projects.html	(from https://mentorflow-template.webflow.io/home)
13:53:53	57971/57971	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Dec%202024%2010:04:22%20GMT	https://mentorflow-template.webflow.io/pricing	C:/My%20Web%20Sites/seastar/mentorflow-template.webflow.io/pricing.html	(from https://mentorflow-template.webflow.io/home)
13:53:53	27301/27301	---MCZ	200	added ('OK')	text/html	date:Tue,%2024%20Dec%202024%2005:17:00%20GMT	https://mentorflow-template.webflow.io/team	C:/My%20Web%20Sites/seastar/mentorflow-template.webflow.io/team.html	(from https://mentorflow-template.webflow.io/home)
13:53:54	43492/43492	---MCZ	200	added ('OK')	text/html	date:Mon,%2030%20Dec%202024%2003:31:58%20GMT	https://mentorflow-template.webflow.io/blog	C:/My%20Web%20Sites/seastar/mentorflow-template.webflow.io/blog.html	(from https://mentorflow-template.webflow.io/home)
13:53:54	25432/25432	---MCZ	200	added ('OK')	text/html	date:Sat,%2028%20Dec%202024%2010:56:03%20GMT	https://mentorflow-template.webflow.io/contact	C:/My%20Web%20Sites/seastar/mentorflow-template.webflow.io/contact.html	(from https://mentorflow-template.webflow.io/home)
13:53:54	161879/161879	---M--	200	added ('OK')	image/jpeg	etag:%221a2aa7d446a82eed946bf8a45acdac69%22	https://cdn.prod.website-files.com/662f6161a812082265c77e7d/664b3b5b52b22106be4a9468_banner-small-img.jpg	C:/My%20Web%20Sites/seastar/cdn.prod.website-files.com/662f6161a812082265c77e7d/664b3b5b52b22106be4a9468_banner-small-img.jpg	(from https://mentorflow-template.webflow.io/home)
13:53:54	61974/61974	---M--	200	added ('OK')	image/jpeg	etag:%22826fce008925f0be6ffca0da1cd8776a%22	https://cdn.prod.website-files.com/662f6161a812082265c77e7d/664c1ece231a6a3d706fc36c_home-banner-img.jpg	C:/My%20Web%20Sites/seastar/cdn.prod.website-files.com/662f6161a812082265c77e7d/664c1ece231a6a3d706fc36c_home-banner-img.jpg	(from https://mentorflow-template.webflow.io/home)
13:53:54	6301/6301	---M--	200	added ('OK')	image/jpeg	etag:%228a566e902ea28780a829802252c08be6%22	https://cdn.prod.website-files.com/662f6161a812082265c77e7d/662f8a24358ca00b497a1387_home-client-01.jpg	C:/My%20Web%20Sites/seastar/cdn.prod.website-files.com/662f6161a812082265c77e7d/662f8a24358ca00b497a1387_home-client-01.jpg	(from https://mentorflow-template.webflow.io/home)
13:53:54	6895/6895	---M--	200	added ('OK')	image/jpeg	etag:%22ad0d76bc021220a8044617c92a248336%22	https://cdn.prod.website-files.com/662f6161a812082265c77e7d/662f8a23358ca00b497a12af_home-client-02.jpg	C:/My%20Web%20Sites/seastar/cdn.prod.website-files.com/662f6161a812082265c77e7d/662f8a23358ca00b497a12af_home-client-02.jpg	(from https://mentorflow-template.webflow.io/home)
13:53:55	7146/7146	---M--	200	added ('OK')	image/jpeg	etag:%222ad9180f8f43a773291df0a29e9be095%22	https://cdn.prod.website-files.com/662f6161a812082265c77e7d/662f8a24358ca00b497a136a_home-client-03.jpg	C:/My%20Web%20Sites/seastar/cdn.prod.website-files.com/662f6161a812082265c77e7d/662f8a24358ca00b497a136a_home-client-03.jpg	(from https://mentorflow-template.webflow.io/home)
13:53:55	252883/252883	---M--	200	added ('OK')	image/jpeg	etag:%225126850594ec06983894ca4911503298%22	https://cdn.prod.website-files.com/662f6161a812082265c77e7d/66585ee9d203f68c2a9c96b9_about-left-image.jpg	C:/My%20Web%20Sites/seastar/cdn.prod.website-files.com/662f6161a812082265c77e7d/66585ee9d203f68c2a9c96b9_about-left-image.jpg	(from https://mentorflow-template.webflow.io/home)
13:53:55	250464/250464	---M--	200	added ('OK')	image/jpeg	etag:%2260174a84f84a1b3e7cfa4085efcfc4a5%22	https://cdn.prod.website-files.com/662f6161a812082265c77e7d/66585ee9a7768163ac98115f_about-right-image.jpg	C:/My%20Web%20Sites/seastar/cdn.prod.website-files.com/662f6161a812082265c77e7d/66585ee9a7768163ac98115f_about-right-image.jpg	(from https://mentorflow-template.webflow.io/home)
